COD_PROVINCIA,PROVINCIA,COD_POSTAL,NOMBRE_MUNICIPIO,ELEMENTO,TIPO_VIVIENDA,TIPO_MEDIDA,AÑO,VALOR
08,Barcelona,08091,Gelida,SUPERFICIE,COLECTIVA,MEDIANA,2021,80
08,Barcelona,08126,Montgat,SUPERFICIE,COLECTIVA,MEDIANA,2021,80
08,Barcelona,08132,Montmajor,SUPERFICIE,COLECTIVA,MEDIANA,2021,80
08,Barcelona,08306,Vilalba Sasserra,SUPERFICIE,COLECTIVA,MEDIANA,2012,80
08,Barcelona,08138,Moià,SUPERFICIE,COLECTIVA,MEDIANA,2012,80
08,Barcelona,08065,Castellví de la Marca,SUPERFICIE,COLECTIVA,MEDIANA,2012,80
08,Barcelona,08269,Seva,SUPERFICIE,COLECTIVA,MEDIANA,2012,80
08,Barcelona,08005,Ametlla del Vallès, L',SUPERFICIE,COLECTIVA,MEDIANA,2012,80
08,Barcelona,08162,Hostalets de Pierola, Els,SUPERFICIE,COLECTIVA,MEDIANA,2012,80
08,Barcelona,08284,Tordera,SUPERFICIE,COLECTIVA,MEDIANA,2012,80
08,Barcelona,08118,Masnou, El,SUPERFICIE,COLECTIVA,MEDIANA,2012,80
08,Barcelona,08254,Santa Maria de Corcó,SUPERFICIE,COLECTIVA,MEDIANA,2012,80
08,Barcelona,08132,Montmajor,SUPERFICIE,COLECTIVA,MEDIANA,2012,80
08,Barcelona,08213,Sant Fruitós de Bages,SUPERFICIE,COLECTIVA,MEDIANA,2014,80
08,Barcelona,08124,Mollet del Vallès,SUPERFICIE,COLECTIVA,MEDIANA,2014,80
08,Barcelona,08183,Roda de Ter,SUPERFICIE,COLECTIVA,MEDIANA,2014,80
08,Barcelona,08269,Seva,SUPERFICIE,COLECTIVA,MEDIANA,2014,80
08,Barcelona,08159,Parets del Vallès,SUPERFICIE,COLECTIVA,MEDIANA,2014,80
08,Barcelona,08284,Tordera,SUPERFICIE,COLECTIVA,MEDIANA,2014,80
08,Barcelona,08072,Corbera de Llobregat,SUPERFICIE,COLECTIVA,MEDIANA,2014,80
08,Barcelona,08091,Gelida,SUPERFICIE,COLECTIVA,MEDIANA,2014,80
08,Barcelona,08136,Montornès del Vallès,SUPERFICIE,COLECTIVA,MEDIANA,2014,80
08,Barcelona,08221,Sant Just Desvern,SUPERFICIE,COLECTIVA,MEDIANA,2014,80
08,Barcelona,08167,Polinyà,SUPERFICIE,COLECTIVA,MEDIANA,2011,80

CCAA,Provincia,Año,Tipo_Vivienda,Valor
Rioja (La),Rioja (La),2020,No principales,79092
Rioja (La),Rioja (La),2021,Principales,131871
Rioja (La),Rioja (La),2021,No principales,80353
Rioja (La),Rioja (La),2022,Principales,134674
Rioja (La),Rioja (La),2022,No principales,78261
Rioja (La),Rioja (La),2023,Principales,136161
Rioja (La),Rioja (La),2023,No principales,77668
Rioja (La),Rioja (La),2024,Principales,138768
Rioja (La),Rioja (La),2024,No principales,76146
Rioja (La),Rioja (La),2020,Principales,132241
Rioja (La),Rioja (La),2019,Principales,131792
Rioja (La),Rioja (La),2018,No principales,77530
Rioja (La),Rioja (La),2018,Principales,131340
Rioja (La),Rioja (La),2005,Principales,114068
Rioja (La),Rioja (La),2005,No principales,58655
Rioja (La),Rioja (La),2008,No principales,65862
Rioja (La),Rioja (La),2009,Principales,125869
Rioja (La),Rioja (La),2009,No principales,68664
Rioja (La),Rioja (La),2011,No principales,70797
Rioja (La),Rioja (La),2012,Principales,128628
Rioja (La),Rioja (La),2013,Principales,129080
Rioja (La),Rioja (La),2013,No principales,73367
Rioja (La),Rioja (La),2014,Principales,129532
Rioja (La),Rioja (La),2015,No principales,74866
Rioja (La),Rioja (La),2016,Principales,130436
Rioja (La),Rioja (La),2016,No principales,75662
Rioja (La),Rioja (La),2017,Principales,130888
Rioja (La),Rioja (La),2017,No principales,76481
Rioja (La),Rioja (La),2004,No principales,56169
Rioja (La),Rioja (La),2015,Principales,129984
Rioja (La),Rioja (La),2014,No principales,74152
Rioja (La),Rioja (La),2011,Principales,128176
Rioja (La),Rioja (La),2001,Principales,101439
Rioja (La),Rioja (La),2001,No principales,55330
Rioja (La),Rioja (La),2002,Principales,103405
Rioja (La),Rioja (La),2002,No principales,57486
Rioja (La),Rioja (La),2003,Principales,110858
Rioja (La),Rioja (La),2003,No principales,53686
Rioja (La),Rioja (La),2019,No principales,78457
Rioja (La),Rioja (La),2004,Principales,111997
Rioja (La),Rioja (La),2006,Principales,119554
Rioja (La),Rioja (La),2012,No principales,72374
Rioja (La),Rioja (La),2006,No principales,58885
Rioja (La),Rioja (La),2010,No principales,70887
Rioja (La),Rioja (La),2007,Principales,122452
Rioja (La),Rioja (La),2007,No principales,61167
Rioja (La),Rioja (La),2010,Principales,126387
Rioja (La),Rioja (La),2008,Principales,124185
Ceuta y Melilla,Ceuta y Melilla,2001,Principales,37280
Ceuta y Melilla,Ceuta y Melilla,2001,No principales,8101
Ceuta y Melilla,Ceuta y Melilla,2002,Principales,36508
Ceuta y Melilla,Ceuta y Melilla,2002,No principales,10386
Ceuta y Melilla,Ceuta y Melilla,2003,Principales,38537
Ceuta y Melilla,Ceuta y Melilla,2003,No principales,9685
Ceuta y Melilla,Ceuta y Melilla,2019,No principales,6252
Ceuta y Melilla,Ceuta y Melilla,2004,Principales,39600
Ceuta y Melilla,Ceuta y Melilla,2006,Principales,39696
Ceuta y Melilla,Ceuta y Melilla,2014,Principales,50519
Ceuta y Melilla,Ceuta y Melilla,2015,No principales,4508
Ceuta y Melilla,Ceuta y Melilla,2016,Principales,50651
Ceuta y Melilla,Ceuta y Melilla,2016,No principales,4629
Ceuta y Melilla,Ceuta y Melilla,2017,Principales,50717
Ceuta y Melilla,Ceuta y Melilla,2017,No principales,5548
Ceuta y Melilla,Ceuta y Melilla,2018,Principales,50783
Ceuta y Melilla,Ceuta y Melilla,2018,No principales,5879
Ceuta y Melilla,Ceuta y Melilla,2019,Principales,50849
Ceuta y Melilla,Ceuta y Melilla,2020,Principales,50914
Ceuta y Melilla,Ceuta y Melilla,2020,No principales,6748
Ceuta y Melilla,Ceuta y Melilla,2021,Principales,50984
Ceuta y Melilla,Ceuta y Melilla,2021,No principales,6999
Ceuta y Melilla,Ceuta y Melilla,2022,Principales,50208
Ceuta y Melilla,Ceuta y Melilla,2022,No principales,8003
Ceuta y Melilla,Ceuta y Melilla,2013,No principales,3823
Ceuta y Melilla,Ceuta y Melilla,2023,Principales,51387
Ceuta y Melilla,Ceuta y Melilla,2013,Principales,50453
Ceuta y Melilla,Ceuta y Melilla,2011,No principales,2663
Ceuta y Melilla,Ceuta y Melilla,2012,No principales,3326
Ceuta y Melilla,Ceuta y Melilla,2006,No principales,10507
Ceuta y Melilla,Ceuta y Melilla,2010,No principales,6248
Ceuta y Melilla,Ceuta y Melilla,2007,Principales,41435
Ceuta y Melilla,Ceuta y Melilla,2007,No principales,9645
Ceuta y Melilla,Ceuta y Melilla,2010,Principales,45974
Ceuta y Melilla,Ceuta y Melilla,2011,Principales,50321
Ceuta y Melilla,Ceuta y Melilla,2014,No principales,4150
Ceuta y Melilla,Ceuta y Melilla,2015,Principales,50585
Ceuta y Melilla,Ceuta y Melilla,2004,No principales,9565
Ceuta y Melilla,Ceuta y Melilla,2005,Principales,39503
Ceuta y Melilla,Ceuta y Melilla,2005,No principales,10239
Ceuta y Melilla,Ceuta y Melilla,2008,No principales,9219
Ceuta y Melilla,Ceuta y Melilla,2009,Principales,44912
Ceuta y Melilla,Ceuta y Melilla,2009,No principales,6716
Ceuta y Melilla,Ceuta y Melilla,2012,Principales,50387
Ceuta y Melilla,Ceuta y Melilla,2023,No principales,6994
Ceuta y Melilla,Ceuta y Melilla,2024,Principales,49071
Ceuta y Melilla,Ceuta y Melilla,2024,No principales,9563
Ceuta y Melilla,Ceuta y Melilla,2008,Principales,42155
Navarra (Comunidad Foral de),Navarra (Comunidad Foral de),2012,No principales,63418
Navarra (Comunidad Foral de),Navarra (Comunidad Foral de),2006,No principales,69566
Navarra (Comunidad Foral de),Navarra (Comunidad Foral de),2010,No principales,74526
